respondent_id,h1n1_vaccine,seasonal_vaccine,xyz_vaccine
34988,0.5,0.42747206,0.136827165
34989,0.5,0.223896808,0.081010287
34990,0.5,0.691163279,0.073287093
34991,0.5,0.556305143,0.475878499
34992,0.5,0.971174125,0.219481993
34993,0.5,0.735797898,0.244920324
34994,0.5,0.931859641,0.355800714
34995,0.5,0.735234366,0.140374802
34996,0.5,0.962318179,0.811802663
34997,0.5,0.321839265,0.272563721
34998,0.5,0.380458233,0.516928654
34999,0.5,0.6351999,0.159367021
35000,0.5,0.660303487,0.034340493
35001,0.5,0.374588668,0.052170937
35002,0.5,0.784952721,0.080240849
35003,0.5,0.608886949,0.267332199
35004,0.5,0.125882778,0.064640695
35005,0.5,0.321646452,0.070319783
35006,0.5,0.66419919,0.210921871
35007,0.5,0.304600885,0.042090896
35008,0.5,0.413782859,0.142337924
35009,0.5,0.749846121,0.054202285
35010,0.5,0.340139289,0.157933402
35011,0.5,0.39063987,0.181711587
35012,0.5,0.77392419,0.76847142
35013,0.5,0.41843052,0.056218374
35014,0.5,0.131910345,0.081561474
35015,0.5,0.32683462,0.177453181
35016,0.5,0.16378127,0.036954989
35017,0.5,0.906523367,0.751072533
35018,0.5,0.053953306,0.022685487
35019,0.5,0.771337609,0.091276215
35020,0.5,0.923948126,0.7212229
35021,0.5,0.189893891,0.092596709
35022,0.5,0.195959389,0.021232152
35023,0.5,0.232945758,0.203656502
35024,0.5,0.166870166,0.256169978
35025,0.5,0.139149532,0.049609026
35026,0.5,0.138721916,0.058856689
35027,0.5,0.517826727,0.142910561
35028,0.5,0.86961892,0.410140695
35029,0.5,0.789122675,0.420052914
35030,0.5,0.569533794,0.372196181
35031,0.5,0.176340749,0.081921961
35032,0.5,0.548848607,0.159129637
35033,0.5,0.677855785,0.31332114
35034,0.5,0.268842877,0.045306631
35035,0.5,0.715765903,0.104645327
35036,0.5,0.298605125,0.133458952
35037,0.5,0.526574998,0.089809135
35038,0.5,0.157106536,0.158020805
35039,0.5,0.850403635,0.70660601
35040,0.5,0.039387649,0.098028123
35041,0.5,0.183348463,0.128726104
35042,0.5,0.25512516,0.059840928
35043,0.5,0.439369473,0.14898812
35044,0.5,0.117287642,0.025959361
35045,0.5,0.037410857,0.018006784
35046,0.5,0.574184909,0.598290219
35047,0.5,0.39697848,0.705667933
35048,0.5,0.496716879,0.11878295
35049,0.5,0.54839407,0.149878596
35050,0.5,0.06380668,0.051660912
35051,0.5,0.35064133,0.13615061
35052,0.5,0.233661064,0.077389892
35053,0.5,0.903602604,0.071421318
35054,0.5,0.172948688,0.077540385
35055,0.5,0.472410133,0.218636795
35056,0.5,0.072717647,0.072648593
35057,0.5,0.095503003,0.034078109
35058,0.5,0.345057792,0.491373689
35059,0.5,0.08425932,0.11655865
35060,0.5,0.137544259,0.065796299
35061,0.5,0.158864296,0.106197878
35062,0.5,0.853743024,0.196486838
35063,0.5,0.062266048,0.034794602
35064,0.5,0.223633117,0.12383673
35065,0.5,0.86678272,0.54303141
35066,0.5,0.368799396,0.094659283
35067,0.5,0.07215996,0.035886886
35068,0.5,0.532094389,0.183651838
35069,0.5,0.244043987,0.095418996
35070,0.5,0.616588225,0.403006014
35071,0.5,0.349696248,0.241624613
35072,0.5,0.748171986,0.40549325
35073,0.5,0.20891442,0.465443664
35074,0.5,0.186600082,0.594636257
35075,0.5,0.379407848,0.20649283
35076,0.5,0.382258789,0.16204612
35077,0.5,0.054680551,0.015729469
35078,0.5,0.432192262,0.271419124
35079,0.5,0.905680771,0.71878384
35080,0.5,0.595153487,0.25934239
35081,0.5,0.372237866,0.161193032
35082,0.5,0.048239149,0.008627311
35083,0.5,0.183246195,0.108781913
35084,0.5,0.875586443,0.526351568
35085,0.5,0.885132607,0.059679354
35086,0.5,0.163173352,0.095791944
35087,0.5,0.787863613,0.030035009
35088,0.5,0.964177219,0.26337503
35089,0.5,0.113975255,0.057415441
35090,0.5,0.911179528,0.4552175
35091,0.5,0.042393515,0.059425852
35092,0.5,0.630590957,0.122534904
35093,0.5,0.097358416,0.041322029
35094,0.5,0.530117397,0.104015092
35095,0.5,0.500390876,0.311933211
35096,0.5,0.907444916,0.03938744
35097,0.5,0.936961941,0.531217871
35098,0.5,0.652453361,0.24092732
35099,0.5,0.147075728,0.043254355
35100,0.5,0.933524765,0.343935999
35101,0.5,0.592977085,0.178693653
35102,0.5,0.205564164,0.052524689
35103,0.5,0.077796738,0.037770914
35104,0.5,0.937193428,0.098885575
35105,0.5,0.379794369,0.170660444
35106,0.5,0.477203565,0.062486735
35107,0.5,0.531915586,0.072620401
35108,0.5,0.394779374,0.094027696
35109,0.5,0.176332985,0.589350295
35110,0.5,0.324192117,0.319336013
35111,0.5,0.934934432,0.418555901
35112,0.5,0.848757799,0.110603749
35113,0.5,0.257592782,0.095002465
35114,0.5,0.983063794,0.864380291
35115,0.5,0.874199455,0.273504253
35116,0.5,0.050109582,0.013076917
35117,0.5,0.142979493,0.068714847
35118,0.5,0.893489489,0.155775134
35119,0.5,0.213438877,0.023408109
35120,0.5,0.067266449,0.038645884
35121,0.5,0.793743383,0.516608771
35122,0.5,0.03288067,0.022966092
35123,0.5,0.490129971,0.237361365
35124,0.5,0.671827457,0.213331236
35125,0.5,0.560454712,0.108881759
35126,0.5,0.282152944,0.112661637
35127,0.5,0.299810408,0.017098678
35128,0.5,0.811301155,0.080825166
35129,0.5,0.68732966,0.160688555
35130,0.5,0.134632258,0.057826333
35131,0.5,0.281123699,0.014065581
35132,0.5,0.899483515,0.550275043
35133,0.5,0.068822993,0.086338045
35134,0.5,0.654821418,0.281419242
35135,0.5,0.132819417,0.355480485
35136,0.5,0.85626032,0.456544214
35137,0.5,0.757556447,0.74225374
35138,0.5,0.081517314,0.05902664
35139,0.5,0.528231624,0.103798482
35140,0.5,0.493098756,0.095737485
35141,0.5,0.796056759,0.043873769
35142,0.5,0.27719324,0.030934153
35143,0.5,0.138957639,0.089288353
35144,0.5,0.206637555,0.097493161
35145,0.5,0.764141567,0.096039912
35146,0.5,0.528102176,0.148823359
35147,0.5,0.060037208,0.016327449
35148,0.5,0.124345086,0.067826392
35149,0.5,0.439646367,0.09314987
35150,0.5,0.352370491,0.196195385
35151,0.5,0.892037876,0.122257461
35152,0.5,0.162084307,0.054848031
35153,0.5,0.42969579,0.054189128
35154,0.5,0.830297762,0.459659619
35155,0.5,0.873843423,0.018487427
35156,0.5,0.07016844,0.430163268
35157,0.5,0.440208681,0.184037094
35158,0.5,0.085902243,0.096135691
35159,0.5,0.1700322,0.060625867
35160,0.5,0.958827044,0.091341566
35161,0.5,0.051070386,0.010418553
35162,0.5,0.73787279,0.410302266
35163,0.5,0.556608055,0.14343465
35164,0.5,0.228738918,0.277761905
35165,0.5,0.413154178,0.280872616
35166,0.5,0.0984942,0.051243062
35167,0.5,0.156222031,0.047009668
35168,0.5,0.169657339,0.12721532
35169,0.5,0.09450627,0.038854859
35170,0.5,0.482840868,0.137431922
35171,0.5,0.679450918,0.779791223
35172,0.5,0.531173107,0.133134027
35173,0.5,0.841088692,0.159224885
35174,0.5,0.233468625,0.031065375
35175,0.5,0.422501783,0.093619289
35176,0.5,0.661451489,0.178965581
35177,0.5,0.117767779,0.070787762
35178,0.5,0.128668649,0.070605558
35179,0.5,0.810498549,0.49250763
35180,0.5,0.879845571,0.224735937
35181,0.5,0.368275439,0.019670154
35182,0.5,0.089253868,0.043015217
35183,0.5,0.736658966,0.512827104
35184,0.5,0.089686553,0.018861062
35185,0.5,0.156635387,0.080236031
35186,0.5,0.955242196,0.175997845
35187,0.5,0.802987307,0.400960246
35188,0.5,0.734826964,0.729502988
35189,0.5,0.577818415,0.501759259
35190,0.5,0.214292854,0.098233093
35191,0.5,0.079713441,0.056767443
35192,0.5,0.495928361,0.040015851
35193,0.5,0.196071211,0.146418492
35194,0.5,0.037230242,0.02572934
35195,0.5,0.205295527,0.119365582
35196,0.5,0.565734861,0.342254303
35197,0.5,0.655834684,0.191417763
35198,0.5,0.565465128,0.180823602
35199,0.5,0.193842216,0.095585839
35200,0.5,0.932114528,0.190217158
35201,0.5,0.18313731,0.062984718
35202,0.5,0.893501869,0.062208418
35203,0.5,0.944672854,0.038951129
35204,0.5,0.533628888,0.182974754
35205,0.5,0.194263427,0.693008287
35206,0.5,0.73637054,0.330964106
35207,0.5,0.750444744,0.546550745
35208,0.5,0.104910526,0.155938585
35209,0.5,0.457096707,0.09438219
35210,0.5,0.886605493,0.330139728
35211,0.5,0.58504398,0.185949989
35212,0.5,0.658042457,0.458595744
35213,0.5,0.213672105,0.022885527
35214,0.5,0.178301675,0.075083189
35215,0.5,0.09433299,0.053475206
35216,0.5,0.617947639,0.046579884
35217,0.5,0.630365333,0.187577697
35218,0.5,0.280877927,0.073587828
35219,0.5,0.397600174,0.111257035
35220,0.5,0.109800278,0.017326675
35221,0.5,0.49235038,0.10275203
35222,0.5,0.153992747,0.065094404
35223,0.5,0.982327528,0.470760036
35224,0.5,0.101081313,0.023476607
35225,0.5,0.875924407,0.768324397
35226,0.5,0.167675282,0.077575024
35227,0.5,0.493223631,0.153271569
35228,0.5,0.116486095,0.261843219
35229,0.5,0.575547298,0.330595853
35230,0.5,0.162242052,0.054646709
35231,0.5,0.545491113,0.325495472
35232,0.5,0.273686122,0.178279864
35233,0.5,0.456972491,0.185526099
35234,0.5,0.049671804,0.053032466
35235,0.5,0.276716337,0.12021077
35236,0.5,0.013776909,0.011362114
35237,0.5,0.220039441,0.026174305
35238,0.5,0.820454894,0.041734216
35239,0.5,0.321522161,0.018351063
35240,0.5,0.953725764,0.077317647
35241,0.5,0.016011349,0.005031333
35242,0.5,0.131686346,0.038143329
35243,0.5,0.864880824,0.438337116
35244,0.5,0.309998389,0.171939812
35245,0.5,0.757972246,0.294109937
35246,0.5,0.340703117,0.098746944
35247,0.5,0.325446681,0.158189121
35248,0.5,0.546584153,0.588593738
35249,0.5,0.558214598,0.050371448
35250,0.5,0.239565737,0.132650908
35251,0.5,0.2735963,0.058353052
35252,0.5,0.175662793,0.035079961
35253,0.5,0.528514574,0.760545578
35254,0.5,0.542793882,0.146691242
35255,0.5,0.32579019,0.057094287
35256,0.5,0.377840447,0.107126379
35257,0.5,0.161837995,0.30938058
35258,0.5,0.123851121,0.104280921
35259,0.5,0.687331612,0.391869674
35260,0.5,0.900442429,0.822656401
35261,0.5,0.309476138,0.112939599
35262,0.5,0.457900392,0.354042027
35263,0.5,0.027183981,0.034123537
35264,0.5,0.383386535,0.129966256
35265,0.5,0.610358589,0.171781116
35266,0.5,0.909177759,0.753623582
35267,0.5,0.839350577,0.090582869
35268,0.5,0.150991563,0.45350942
35269,0.5,0.008043138,0.036428775
35270,0.5,0.247913524,0.712752394
35271,0.5,0.685152281,0.028230753
35272,0.5,0.841554463,0.873036158
35273,0.5,0.279090423,0.090535586
35274,0.5,0.22665363,0.408739541
35275,0.5,0.247585669,0.068225127
35276,0.5,0.648982587,0.456775306
35277,0.5,0.926007387,0.155253765
35278,0.5,0.139406315,0.041763894
35279,0.5,0.57280922,0.308330562
35280,0.5,0.769619076,0.053089724
35281,0.5,0.142152192,0.059297362
35282,0.5,0.301909673,0.142753246
35283,0.5,0.373734574,0.301098925
35284,0.5,0.208438541,0.716963383
35285,0.5,0.259169088,0.053670538
35286,0.5,0.659856525,0.490627886
35287,0.5,0.447627175,0.154510371
35288,0.5,0.947026759,0.17373774
35289,0.5,0.095291309,0.051654405
35290,0.5,0.126518204,0.106725211
35291,0.5,0.776847038,0.053538562
35292,0.5,0.301432588,0.043657483
35293,0.5,0.00774376,0.00424216
35294,0.5,0.369596835,0.218908167
35295,0.5,0.266823084,0.08536225
35296,0.5,0.230327622,0.114147596
35297,0.5,0.143281741,0.043675203
35298,0.5,0.327363635,0.215840308
35299,0.5,0.205167839,0.055441643
35300,0.5,0.314747398,0.042854236
35301,0.5,0.216524487,0.109439068
35302,0.5,0.362240048,0.061281613
35303,0.5,0.27704784,0.077549215
35304,0.5,0.938335361,0.283974958
35305,0.5,0.190010633,0.063878309
35306,0.5,0.028069553,0.022380405
35307,0.5,0.470906656,0.236049085
35308,0.5,0.600192403,0.073750022
35309,0.5,0.250060287,0.786544446
35310,0.5,0.665087675,0.019885333
35311,0.5,0.20164213,0.042476198
35312,0.5,0.223764639,0.071307016
35313,0.5,0.952206579,0.494110153
35314,0.5,0.203241205,0.147879047
35315,0.5,0.187991556,0.052977044
35316,0.5,0.515147387,0.314151851
35317,0.5,0.346524656,0.046376885
35318,0.5,0.237387742,0.1381442
35319,0.5,0.859666461,0.731866184
35320,0.5,0.700100896,0.104305493
35321,0.5,0.012980719,0.026449291
35322,0.5,0.14577784,0.056432625
35323,0.5,0.231426388,0.040576144
35324,0.5,0.965395447,0.82153705
35325,0.5,0.506247399,0.08697468
35326,0.5,0.932685932,0.855650451
35327,0.5,0.841878114,0.420959422
35328,0.5,0.266099004,0.227469523
35329,0.5,0.675438412,0.05293415
35330,0.5,0.415833238,0.17742997
35331,0.5,0.074700615,0.044591045
35332,0.5,0.379593119,0.238225622
35333,0.5,0.703864135,0.425242858
35334,0.5,0.09514456,0.03997921
35335,0.5,0.410908756,0.042037179
35336,0.5,0.370678413,0.3434345
35337,0.5,0.497842143,0.339625389
35338,0.5,0.862916593,0.641875945
35339,0.5,0.030015332,0.04707741
35340,0.5,0.783205055,0.392827401
35341,0.5,0.100901153,0.062391275
35342,0.5,0.454983488,0.219637926
35343,0.5,0.247052623,0.049651238
35344,0.5,0.775148043,0.083505758
35345,0.5,0.058909699,0.025402424
35346,0.5,0.462572973,0.136309943
35347,0.5,0.796872557,0.101505117
35348,0.5,0.292083763,0.008591779
35349,0.5,0.394481218,0.490309268
35350,0.5,0.499311627,0.220659457
35351,0.5,0.806483571,0.019950513
35352,0.5,0.687009888,0.009125787
35353,0.5,0.018185068,0.039838478
35354,0.5,0.870331793,0.397091829
35355,0.5,0.070124112,0.045488042
35356,0.5,0.205692318,0.042367228
35357,0.5,0.707880507,0.019029024
35358,0.5,0.475310676,0.338198813
35359,0.5,0.820234004,0.746201906
35360,0.5,0.420876067,0.202599337
35361,0.5,0.148222612,0.225611354
35362,0.5,0.283502211,0.378838621
35363,0.5,0.716650693,0.560837318
35364,0.5,0.701267235,0.096655395
35365,0.5,0.813174513,0.200094098
35366,0.5,0.096281218,0.083698407
35367,0.5,0.246190208,0.07223501
35368,0.5,0.25717623,0.069851376
35369,0.5,0.797434621,0.074983644
35370,0.5,0.924411264,0.457584288
35371,0.5,0.176968677,0.151232872
35372,0.5,0.090901104,0.049761842
35373,0.5,0.458776918,0.176093791
35374,0.5,0.252831169,0.026058944
35375,0.5,0.829812435,0.04786715
35376,0.5,0.601946838,0.045481983
35377,0.5,0.658099136,0.4131982
35378,0.5,0.46199234,0.410599901
35379,0.5,0.919849966,0.100184737
35380,0.5,0.86148906,0.501662621
35381,0.5,0.394026592,0.193446303
35382,0.5,0.651442025,0.349876109
35383,0.5,0.118057541,0.088465296
35384,0.5,0.285789966,0.107124739
35385,0.5,0.468205566,0.131261873
35386,0.5,0.599245931,0.033810623
35387,0.5,0.131130439,0.05454745
35388,0.5,0.144228432,0.138731172
35389,0.5,0.163027564,0.070748837
35390,0.5,0.171389403,0.039562841
35391,0.5,0.036432684,0.026514879
35392,0.5,0.232778419,0.04203013
35393,0.5,0.12313764,0.150946111
35394,0.5,0.971681846,0.948864193
35395,0.5,0.353136633,0.1924025
35396,0.5,0.263128929,0.086520644
35397,0.5,0.195115525,0.059435365
35398,0.5,0.375870964,0.094072934
35399,0.5,0.846072391,0.058012892
35400,0.5,0.970041896,0.346462565
35401,0.5,0.812008363,0.483588553
35402,0.5,0.606629686,0.172356452
35403,0.5,0.489288079,0.087149928
35404,0.5,0.253833315,0.226901241
35405,0.5,0.214622256,0.051788974
35406,0.5,0.211555466,0.071659632
35407,0.5,0.69752648,0.266121438
35408,0.5,0.350944588,0.079534185
35409,0.5,0.957939062,0.716947297
35410,0.5,0.76692858,0.643963197
35411,0.5,0.434544187,0.129469144
35412,0.5,0.90228567,0.084225531
35413,0.5,0.089627467,0.05198525
35414,0.5,0.350442757,0.103237241
35415,0.5,0.685080876,0.011357014
35416,0.5,0.304134119,0.061048744
35417,0.5,0.156164066,0.022391801
35418,0.5,0.429226493,0.192017982
35419,0.5,0.464993709,0.079095225
35420,0.5,0.022514216,0.025752468
35421,0.5,0.020315281,0.014944631
35422,0.5,0.909160071,0.119259177
35423,0.5,0.200209026,0.129291134
35424,0.5,0.114113432,0.044649331
35425,0.5,0.066284705,0.05510895
35426,0.5,0.453087638,0.015643364
35427,0.5,0.186217797,0.074112613
35428,0.5,0.04226919,0.042829475
35429,0.5,0.866891206,0.080643571
35430,0.5,0.253095699,0.23573108
35431,0.5,0.631397683,0.351271118
35432,0.5,0.592034813,0.534517366
35433,0.5,0.409476026,0.822857196
35434,0.5,0.600655412,0.058927993
35435,0.5,0.907317288,0.145778989
35436,0.5,0.72468505,0.163421873
35437,0.5,0.606952457,0.023193522
35438,0.5,0.289919035,0.072332905
35439,0.5,0.311880759,0.041685687
35440,0.5,0.428555331,0.030021218
35441,0.5,0.892488717,0.22445429
35442,0.5,0.571699232,0.081937473
35443,0.5,0.386954844,0.073417835
35444,0.5,0.878285861,0.109083895
35445,0.5,0.94062117,0.318225541
35446,0.5,0.218194987,0.085804885
35447,0.5,0.532800771,0.138080518
35448,0.5,0.216553755,0.071651117
35449,0.5,0.924327315,0.885533507
35450,0.5,0.838944898,0.159507744
35451,0.5,0.270726371,0.104629842
35452,0.5,0.122525082,0.015549813
35453,0.5,0.713140834,0.221019568
35454,0.5,0.13551087,0.036983823
35455,0.5,0.06047441,0.011046317
35456,0.5,0.825483723,0.107482323
35457,0.5,0.05584946,0.028165562
35458,0.5,0.284985992,0.104535775
35459,0.5,0.729315017,0.419206424
35460,0.5,0.743890421,0.703959442
35461,0.5,0.262276739,0.039890955
35462,0.5,0.9529784,0.100848924
35463,0.5,0.907423629,0.63743565
35464,0.5,0.683074645,0.256360586
35465,0.5,0.805011467,0.069319041
35466,0.5,0.497950178,0.300477007
35467,0.5,0.931735259,0.128167816
35468,0.5,0.16512524,0.138422949
35469,0.5,0.577000678,0.287187724
35470,0.5,0.378013423,0.306840443
35471,0.5,0.057233062,0.021612498
35472,0.5,0.341934948,0.275054629
35473,0.5,0.227408492,0.015786792
35474,0.5,0.248064854,0.269466356
35475,0.5,0.834349404,0.39115264
35476,0.5,0.839826602,0.100055343
35477,0.5,0.148964649,0.066427754
35478,0.5,0.826333245,0.015830758
35479,0.5,0.029633402,0.008346257
35480,0.5,0.205286485,0.122833145
35481,0.5,0.975596113,0.821872319
35482,0.5,0.979444732,0.239883148
35483,0.5,0.101401805,0.061935306
35484,0.5,0.92217324,0.681102751
35485,0.5,0.343699966,0.247063244
35486,0.5,0.316583559,0.196932935
35487,0.5,0.83049112,0.150683862
35488,0.5,0.045786916,0.018123442
35489,0.5,0.357483075,0.041707685
35490,0.5,0.56686649,0.124353176
35491,0.5,0.521366413,0.033713341
35492,0.5,0.108631018,0.036463745
35493,0.5,0.882620442,0.074611289
35494,0.5,0.226357307,0.029831613
35495,0.5,0.6532933,0.604163565
35496,0.5,0.115640021,0.157444621
35497,0.5,0.019387752,0.011697611
35498,0.5,0.615502526,0.219160436
35499,0.5,0.223562545,0.012825958
35500,0.5,0.182054613,0.187112748
35501,0.5,0.135164199,0.385478566
35502,0.5,0.150573798,0.165864699
35503,0.5,0.869713634,0.718823399
35504,0.5,0.887631038,0.044898811
35505,0.5,0.140111945,0.054660377
35506,0.5,0.38841852,0.408000927
35507,0.5,0.943625047,0.651021053
35508,0.5,0.330133758,0.061374301
35509,0.5,0.828443003,0.557213391
35510,0.5,0.163823276,0.19666957
35511,0.5,0.278004067,0.093227307
35512,0.5,0.964009557,0.094652567
35513,0.5,0.876811799,0.22298088
35514,0.5,0.424555313,0.184813028
35515,0.5,0.815984922,0.337565754
35516,0.5,0.403695652,0.212772902
35517,0.5,0.914701458,0.570072732
35518,0.5,0.1875003,0.191873821
35519,0.5,0.173642247,0.172269065
35520,0.5,0.705803947,0.230975877
35521,0.5,0.859287866,0.616366158
35522,0.5,0.940066164,0.529127158
35523,0.5,0.592065631,0.368955077
35524,0.5,0.217972266,0.092944614
35525,0.5,0.124406301,0.047508746
35526,0.5,0.819008583,0.180758481
35527,0.5,0.367800658,0.27147093
35528,0.5,0.91920565,0.13730857
35529,0.5,0.881711481,0.841584495
35530,0.5,0.860674965,0.094263962
35531,0.5,0.674863434,0.455210263
35532,0.5,0.757792597,0.155427077
35533,0.5,0.364957365,0.04482444
35534,0.5,0.239984345,0.063298145
35535,0.5,0.059014058,0.043626443
35536,0.5,0.936459353,0.910524473
35537,0.5,0.059731882,0.009942251
35538,0.5,0.92542456,0.881388526
35539,0.5,0.081636527,0.059298755
35540,0.5,0.53555996,0.339550062
35541,0.5,0.778571802,0.331432334
35542,0.5,0.234168526,0.09567092
35543,0.5,0.029681996,0.041004583
35544,0.5,0.690894523,0.300298612
35545,0.5,0.809748361,0.159312172
35546,0.5,0.038838936,0.149178272
35547,0.5,0.015973934,0.007804268
35548,0.5,0.582747009,0.057718462
35549,0.5,0.38067979,0.241495042
35550,0.5,0.667224875,0.262898412
35551,0.5,0.191742956,0.030753569
35552,0.5,0.914834163,0.089281707
35553,0.5,0.83266345,0.372885922
35554,0.5,0.727292853,0.288072371
35555,0.5,0.414805631,0.259397544
35556,0.5,0.031528784,0.016989923
35557,0.5,0.118565509,0.027821585
35558,0.5,0.047222491,0.026078205
35559,0.5,0.125942649,0.07306642
35560,0.5,0.378282185,0.29564602
35561,0.5,0.109881765,0.054778707
35562,0.5,0.316204388,0.045170545
35563,0.5,0.412364828,0.096493408
35564,0.5,0.104497194,0.050070942
35565,0.5,0.304173562,0.106494587
35566,0.5,0.659626073,0.058365041
35567,0.5,0.011716479,0.008554991
35568,0.5,0.625054079,0.325807896
35569,0.5,0.813075685,0.331048197
35570,0.5,0.528911249,0.242290322
35571,0.5,0.610642444,0.103844569
35572,0.5,0.526876874,0.097496423
35573,0.5,0.790859069,0.389296386
35574,0.5,0.127699348,0.058478962
35575,0.5,0.900904178,0.184535551
35576,0.5,0.225727178,0.046523063
35577,0.5,0.528799276,0.058262942
35578,0.5,0.171174447,0.066623155
35579,0.5,0.026684849,0.011231162
35580,0.5,0.412074316,0.115754329
35581,0.5,0.836372859,0.412989553
35582,0.5,0.977984191,0.607105746
35583,0.5,0.252375714,0.177652836
35584,0.5,0.702218969,0.061012464
35585,0.5,0.021242919,0.062094444
35586,0.5,0.955278013,0.710355127
35587,0.5,0.527753625,0.371923928
35588,0.5,0.513376595,0.096064416
35589,0.5,0.396565627,0.058440059
35590,0.5,0.329453392,0.244463552
35591,0.5,0.057662985,0.061940685
35592,0.5,0.278653566,0.089463245
35593,0.5,0.169381715,0.060855179
35594,0.5,0.646231835,0.124800395
35595,0.5,0.303339668,0.365472714
35596,0.5,0.526248953,0.403784524
35597,0.5,0.332825233,0.146917953
35598,0.5,0.109563744,0.04512201
35599,0.5,0.887724191,0.034862934
35600,0.5,0.672302031,0.219618768
35601,0.5,0.654084678,0.32571943
35602,0.5,0.25659733,0.610904275
35603,0.5,0.5250427,0.05522574
35604,0.5,0.872001992,0.654596139
35605,0.5,0.731254482,0.081561721
35606,0.5,0.918258477,0.058162242
35607,0.5,0.063518129,0.029944632
35608,0.5,0.852993682,0.656929752
35609,0.5,0.897328096,0.227250482
35610,0.5,0.62217512,0.201429079
35611,0.5,0.629227132,0.161130041
35612,0.5,0.319454238,0.089173982
35613,0.5,0.29910295,0.14570185
35614,0.5,0.911620895,0.1342779
35615,0.5,0.447206343,0.252777943
35616,0.5,0.498707383,0.622737147
35617,0.5,0.061646616,0.063807573
35618,0.5,0.555260207,0.22496389
35619,0.5,0.575943507,0.290366097
35620,0.5,0.490902954,0.352965875
35621,0.5,0.689743035,0.097738592
35622,0.5,0.747202534,0.204972148
35623,0.5,0.419081119,0.194648508
35624,0.5,0.492293477,0.394578659
35625,0.5,0.733742908,0.241289244
35626,0.5,0.627321498,0.10677269
35627,0.5,0.767151736,0.168540718
35628,0.5,0.277336208,0.142266786
35629,0.5,0.566716412,0.076906555
35630,0.5,0.018048785,0.009003459
35631,0.5,0.036206156,0.009495697
35632,0.5,0.351658366,0.133975562
35633,0.5,0.114222,0.084793971
35634,0.5,0.052435147,0.023276509
35635,0.5,0.956453356,0.69289838
35636,0.5,0.662597144,0.255282735
35637,0.5,0.443340282,0.163037669
35638,0.5,0.251754443,0.054417025
35639,0.5,0.810278894,0.81392798
35640,0.5,0.135111431,0.087316241
35641,0.5,0.335558864,0.153327358
35642,0.5,0.244811761,0.09808184
35643,0.5,0.710075688,0.535766874
35644,0.5,0.013599395,0.007367384
35645,0.5,0.621014804,0.293722349
35646,0.5,0.132622001,0.191390269
35647,0.5,0.414584131,0.167398715
35648,0.5,0.741474056,0.14016289
35649,0.5,0.244461094,0.064016817
35650,0.5,0.945400271,0.128901855
35651,0.5,0.087193607,0.134634587
35652,0.5,0.714361632,0.479354143
35653,0.5,0.993105316,0.930849035
35654,0.5,0.237608346,0.021872945
35655,0.5,0.298314527,0.011148963
35656,0.5,0.220094613,0.099193393
35657,0.5,0.795926717,0.120226511
35658,0.5,0.306852325,0.052762897
35659,0.5,0.440353614,0.09923782
35660,0.5,0.675960652,0.569793592
35661,0.5,0.019020764,0.006557985
35662,0.5,0.280690113,0.133584793
35663,0.5,0.039175608,0.032844627
35664,0.5,0.887435579,0.619816624
35665,0.5,0.398769575,0.099464523
35666,0.5,0.190645938,0.081896235
35667,0.5,0.796796884,0.136461487
35668,0.5,0.050745199,0.020715996
35669,0.5,0.971245732,0.789207438
35670,0.5,0.581253875,0.115075825
35671,0.5,0.857590652,0.118211913
35672,0.5,0.503582836,0.259985646
35673,0.5,0.236903911,0.00854432
35674,0.5,0.92959669,0.127486736
35675,0.5,0.411135336,0.388788411
35676,0.5,0.657511081,0.284524837
35677,0.5,0.326188498,0.362499827
35678,0.5,0.3070946,0.087115303
35679,0.5,0.182284336,0.233310323
35680,0.5,0.126962556,0.042655951
35681,0.5,0.929050257,0.681186394
35682,0.5,0.130336019,0.073624089
35683,0.5,0.319974966,0.178250733
35684,0.5,0.367875613,0.156516958
35685,0.5,0.047286045,0.039256405
35686,0.5,0.68172232,0.188673976
35687,0.5,0.198485929,0.170205738
35688,0.5,0.119768699,0.048818271
35689,0.5,0.231069712,0.079187339
35690,0.5,0.144611535,0.06099521
35691,0.5,0.841236588,0.56101595
35692,0.5,0.214037955,0.132334677
35693,0.5,0.834685891,0.721537616
35694,0.5,0.972061264,0.860529884
35695,0.5,0.947575827,0.79080381
35696,0.5,0.397901459,0.030923677
35697,0.5,0.855813408,0.153545489
35698,0.5,0.470317425,0.09999145
35699,0.5,0.019240934,0.056224658
35700,0.5,0.067283012,0.037833925
35701,0.5,0.205451583,0.039961999
35702,0.5,0.032261679,0.010561431
35703,0.5,0.204290556,0.077306911
35704,0.5,0.971727584,0.765016577
35705,0.5,0.520554409,0.045914347
35706,0.5,0.345610601,0.134253829
35707,0.5,0.968489161,0.12324051
35708,0.5,0.879589352,0.854001118
35709,0.5,0.028900892,0.015715301
35710,0.5,0.23967787,0.175917634
35711,0.5,0.97333027,0.115124679
35712,0.5,0.10587211,0.039391248
35713,0.5,0.171004188,0.103499657
35714,0.5,0.957858543,0.233606956
35715,0.5,0.63925568,0.552102249
35716,0.5,0.047550188,0.061293661
35717,0.5,0.063664867,0.015704677
35718,0.5,0.214626764,0.193972173
35719,0.5,0.081232385,0.019205552
35720,0.5,0.737301704,0.111206986
35721,0.5,0.18784794,0.042950912
35722,0.5,0.086046479,0.084004285
